Incident ID,Location Name,Incident Type,Verification,lat,lon,Date↕,Visual Evidence,Sources
31018-63902,,Airstrike,confirmed,31.30353,34.3207,18 Oct 2023,Unknown,airwars.org↗ airwars.org↗ @ShehabAgency↗
31018-23116,Salah Badawi Mosque,Airstrike,confirmed,31.50588,34.42999,18 Oct 2023,@falasteen47↗,airwars.org↗ @AjaNews↗
31019-24056,Church of Saint Porphyrius,Attack on aid personnel,confirmed,31.50332,34.45972,19 Oct 2023,Unknown,aidworkersecurity.org↗
31019-79798,Al-Quds,Attack on civilians seeking aid,confirmed,31.51761,34.44958,19 Oct 2023,Unknown,bisan.org↗
31019-92605,,Airstrike,confirmed,31.53478,34.49806,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31019-88094,,Airstrike,confirmed,31.51822,34.48929,19 Oct 2023,Unknown,airwars.org↗
31019-79951,,Airstrike,confirmed,31.45006,34.39293,19 Oct 2023,Unknown,airwars.org↗ @ShehabAgency↗
31019-76547,,Airstrike,confirmed,31.53515,34.50019,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31019-46493,,Airstrike,confirmed,31.34615,34.3039,19 Oct 2023,Unknown,airwars.org↗
31019-85465,,Airstrike,confirmed,31.44984,34.39016,19 Oct 2023,Unknown,airwars.org↗
31019-46589,Aziz family home,Airstrike,confirmed,31.55998,34.48761,19 Oct 2023,Unknown,@AlarabyTelevision↗@ShehabTelegram↗
31019-20432,,"Attack on family of medical staff, Airstrike",confirmed,31.55998,34.48761,19 Oct 2023,Unknown,@AjaNews↗@ShehabTelegram↗
31019-52075,,Airstrike,confirmed,31.53871,34.49511,19 Oct 2023,Unknown,@ShehabTelegram↗
31019-41753,,Airstrike,confirmed,31.28858,34.26337,19 Oct 2023,Unknown,airwars.org↗
31019-57303,,Airstrike,confirmed,31.42172,34.3854,19 Oct 2023,Unknown,airwars.org↗
31019-31221,,Airstrike,confirmed,31.35827,34.3093,19 Oct 2023,Unknown,airwars.org↗
31019-21603,,Airstrike,confirmed,31.54179,34.49965,19 Oct 2023,Unknown,@ShehabTelegram↗
31019-88248,,Airstrike,confirmed,31.34488,34.29464,19 Oct 2023,@PalinfoAr↗,airwars.org↗ @ShehabTelegram↗
31019-44016,,Airstrike,confirmed,31.53155,34.46484,19 Oct 2023,Unknown,@AjaNews↗
31019-23828,Hassouna family home,Airstrike,confirmed,31.49281,34.47622,19 Oct 2023,facebook.com↗,airwars.org↗ @ShehabTelegram↗
31019-80580,,Airstrike,confirmed,31.35827,34.3093,19 Oct 2023,Unknown,airwars.org↗
31019-36522,,Airstrike,confirmed,31.53311,34.50458,19 Oct 2023,Unknown,@ShehabTelegram↗@AjaNews↗
31019-18802,Andalus tower,Airstrike,confirmed,31.54371,34.46923,19 Oct 2023,@GazaNewsNow↗,@ShehabTelegram↗@GazaNewsNow↗@AlarabyTelevision↗
31019-20073,,"Attack on displaced civilians, Airstrike",confirmed,31.34317,34.30256,19 Oct 2023,Unknown,airwars.org↗
31019-43394,,Airstrike,confirmed,31.52958,34.47457,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31019-51642,,Airstrike,confirmed,31.53332,34.48059,19 Oct 2023,Unknown,airwars.org↗
31019-54457,Abu Daqqa family home,Airstrike,confirmed,31.33904,34.36273,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31019-89538,,Airstrike,confirmed,31.48257,34.46433,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31019-25618,,Airstrike,confirmed,31.49808,34.4417,19 Oct 2023,@AlarabyTelevision↗,@AlarabyTelevision↗
31019-71770,,Airstrike,confirmed,31.34619,34.28933,19 Oct 2023,@AlarabyTelevision↗,@AlarabyTelevision↗
31019-87974,,Airstrike,confirmed,31.34615,34.3039,19 Oct 2023,Unknown,@AjaNews↗
31019-21165,,"Airstrike, Attack on journalists",confirmed,31.27812,34.30643,19 Oct 2023,Unknown,airwars.org↗
31019-82968,,Airstrike,confirmed,31.34454,34.30325,19 Oct 2023,@ShehabTelegram↗,@ShehabTelegram↗
31019-68928,Dar al-Salam Mosque,Airstrike,confirmed,31.42141,34.34739,19 Oct 2023,@26sepnet↗,airwars.org↗
31019-86679,,Airstrike,confirmed,31.53675,34.4654,19 Oct 2023,Unknown,@AjaNews↗
31019-68805,,Airstrike,confirmed,31.34004,34.34471,19 Oct 2023,Unknown,airwars.org↗
31019-81535,,Airstrike,confirmed,31.53723,34.49638,19 Oct 2023,facebook.com↗,airwars.org↗
31019-55740,,Airstrike,confirmed,31.34615,34.3039,19 Oct 2023,Unknown,@AjaNews↗
31019-22828,,Airstrike,confirmed,31.49281,34.47622,19 Oct 2023,@ShehabTelegram↗,@ShehabTelegram↗
31019-81557,a house,Airstrike,confirmed,31.34415,34.30961,19 Oct 2023,Unknown,@ShehabTelegram↗
31019-23824,Residential apartment,Airstrike,confirmed,31.49861,34.4425,19 Oct 2023,Unknown,@AjaNews↗
31019-10756,,Airstrike,confirmed,31.53675,34.4654,19 Oct 2023,Unknown,@ShehabTelegram↗
31019-58776,House Khan Younis Municipality Director Muhammad Al-Astal “Abu Ubaida”,Airstrike,confirmed,31.34615,34.3039,19 Oct 2023,Unknown,@ShehabTelegram↗
31019-20240,al-Zahraa Clinic,Airstrike,confirmed,31.27166,34.27209,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗@ShehabTelegram↗
31019-10402,,Airstrike,confirmed,31.34615,34.3039,19 Oct 2023,@AlarabyTelevision↗,
31019-40627,,Airstrike,confirmed,31.47063,34.40098,19 Oct 2023,@ShehabTelegram↗,@AlarabyTelevision↗
31019-31493,a house,Airstrike,confirmed,31.48548,34.44488,19 Oct 2023,Unknown,@AlarabyTelevision↗
31019-24634,Eliwa family home,Airstrike,confirmed,31.48548,34.44488,19 Oct 2023,Unknown,@ShehabTelegram↗@ShehabTelegram↗
31019-67467,Saint Porphyrius Church,Airstrike,confirmed,31.50369,34.46243,19 Oct 2023,@pmofa↗,airwars.org↗ @ShehabTelegram↗
31019-30821,,Airstrike,confirmed,31.51222,34.44544,19 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31019-42173,,"Attack on displaced civilians, Airstrike",confirmed,31.31108,34.238,19 Oct 2023,facebook.com↗,airwars.org↗
31019-22199,,Airstrike,confirmed,31.48503,34.43352,19 Oct 2023,Unknown,@ShehabTelegram↗
31019-60563,Al-Hindi family home,Airstrike,confirmed,31.42696,34.3494,19 Oct 2023,facebook.com↗,airwars.org↗
31020-14651,Abu Hussam Al-Shanti Bakery,Attack on aid,confirmed,31.52726,34.46601,20 Oct 2023,@L_ThinkTank↗,@ShehabTelegram↗aljazeera.com↗
31020-52940,Bakery Alhlvouh automated,Attack on aid,confirmed,31.53667,34.48779,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-67299,,Attack on aid,confirmed,31.50599,34.43045,20 Oct 2023,Unknown,bisan.org↗
31020-66588,,Airstrike,confirmed,31.41899,34.34944,20 Oct 2023,Unknown,airwars.org↗
31020-77850,,"Attack on displaced civilians, Airstrike",confirmed,31.53604,34.46535,20 Oct 2023,Unknown,airwars.org↗
31020-83948,Anani and Shawish family homes,Airstrike,confirmed,31.3471,34.293,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-67938,,Airstrike,confirmed,31.35827,34.3093,20 Oct 2023,Unknown,airwars.org↗
31020-73969,,Airstrike,confirmed,31.53311,34.50458,20 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31020-45035,,Airstrike,confirmed,31.35827,34.3093,20 Oct 2023,Unknown,airwars.org↗
31020-38299,,Airstrike,confirmed,31.52264,34.46278,20 Oct 2023,Unknown,airwars.org↗
31020-26776,,Airstrike,confirmed,31.42583,34.34056,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-73162,Residential homes,Airstrike,confirmed,31.54873,34.52419,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-70736,Al-Balaawi family house,Airstrike,confirmed,31.52378,34.48836,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-68671,,Airstrike,confirmed,31.5419,34.48804,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-34354,,Airstrike,confirmed,31.33415,34.3173,20 Oct 2023,Unknown,airwars.org↗
31020-56888,Family home,Airstrike,most likely,31.52361,34.49417,20 Oct 2023,Unknown,@AlarabyTelevision↗
31020-12652,,Airstrike,confirmed,31.33627,34.31993,20 Oct 2023,Unknown,@AjaNews↗
31020-28011,,Airstrike,confirmed,31.34213,34.32534,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-59532,,Airstrike,confirmed,31.34047,34.31228,20 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31020-50806,Imran family home,Airstrike,most likely,31.34074,34.31398,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-24334,,Airstrike,confirmed,31.33006,34.31674,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-15457,,Airstrike,confirmed,31.34074,34.31398,20 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31020-82016,,Airstrike,confirmed,31.54196,34.49969,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-24461,,Airstrike,confirmed,31.55691,34.50867,20 Oct 2023,Unknown,airwars.org↗
31020-80337,,Airstrike,confirmed,31.34488,34.29464,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-66271,,"Airstrike, Attack on journalists",confirmed,31.3528,34.30102,20 Oct 2023,Unknown,airwars.org↗
31020-11538,,Airstrike,confirmed,31.33627,34.31993,20 Oct 2023,Unknown,@AjaNews↗
31020-62396,,Airstrike,confirmed,31.49861,34.4425,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-34610,,Airstrike,confirmed,31.40299,34.36862,20 Oct 2023,Unknown,airwars.org↗
31020-78223,,Airstrike,confirmed,31.33627,34.31993,20 Oct 2023,Unknown,airwars.org↗
31020-50776,,"Airstrike, Attack on journalists",confirmed,31.51647,34.45897,20 Oct 2023,Unknown,airwars.org↗
31020-81491,,Airstrike,confirmed,31.52722,34.46694,20 Oct 2023,Unknown,airwars.org↗
31020-32653,,Airstrike,confirmed,31.50444,34.45531,20 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31020-37142,,Airstrike,confirmed,31.3471,34.293,20 Oct 2023,Unknown,@AjaNews↗
31020-92849,,Airstrike,confirmed,31.32342,34.34736,20 Oct 2023,Unknown,airwars.org↗
31020-18918,,Airstrike,confirmed,31.51588,34.4693,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-11720,,Airstrike,confirmed,31.49861,34.4425,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-84074,,Airstrike,confirmed,31.47158,34.40128,20 Oct 2023,@ShehabTelegram↗,@AlarabyTelevision↗
31020-35580,,Airstrike,confirmed,31.38495,34.34069,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-18834,,Airstrike,confirmed,31.34047,34.31228,20 Oct 2023,Unknown,airwars.org↗
31020-34941,,Airstrike,confirmed,31.33372,34.31664,20 Oct 2023,Unknown,airwars.org↗
31020-69006,,Airstrike,confirmed,31.34642,34.30287,20 Oct 2023,Unknown,@AlarabyTelevision↗
31020-34879,,Airstrike,confirmed,31.26787,34.26287,20 Oct 2023,Unknown,airwars.org↗
31020-54610,,"Airstrike, Attack on journalists",confirmed,31.30353,34.3207,20 Oct 2023,Unknown,airwars.org↗
31020-97425,a house,Airstrike,confirmed,31.34642,34.30287,20 Oct 2023,Unknown,@AjaNews↗
31020-49615,Residential apartment,Airstrike,confirmed,31.5365,34.46543,20 Oct 2023,Unknown,@AjaNews↗
31020-69898,,Airstrike,confirmed,31.32428,34.34376,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-87068,,"Attack on displaced civilians, Airstrike",confirmed,31.45006,34.39293,20 Oct 2023,Unknown,airwars.org↗
31020-13388,,Airstrike,confirmed,31.53767,34.49178,20 Oct 2023,Unknown,@ShehabTelegram↗@ShehabTelegram↗
31020-14663,,Airstrike,confirmed,31.41899,34.34944,20 Oct 2023,Unknown,airwars.org↗
31020-53881,,Airstrike,confirmed,31.43793,34.40386,20 Oct 2023,Unknown,airwars.org↗
31020-76661,,Airstrike,confirmed,31.34708,34.30408,20 Oct 2023,Unknown,@ShehabTelegram↗
31020-50464,,Airstrike,confirmed,31.42678,34.34228,20 Oct 2023,Unknown,airwars.org↗
31021-41258,Al-Sufara Bakery,Attack on aid,confirmed,31.45547,34.39084,21 Oct 2023,@PalinfoAr↗,tiktok.com↗
31022-18551,"Kh/Younis Elem. Boys ""A"" and ""C""",Attack on displaced civilians,confirmed,31.3492,34.2956,21 Oct 2023,@Ebtesam__Omar↗,unrwa.org↗
31021-75748,Nuseirat market,Attack on aid,most likely,31.44953,34.39364,21 Oct 2023,Unknown,@M0ATH↗@J7Rahaf↗daysofpalestine.ps↗
31021-77498,Al-Awda - Jabalia,Attack on hospitals and vicinity,confirmed,,,21 Oct 2023,facebook.com↗,
31021-68249,Shuhada Al-Aqsa vicinity,Attack on hospitals and vicinity,most likely,31.41989,34.35995,21 Oct 2023,@QudsN↗,
31021-58907,Gaza Psychiatric Hospital,Attack on hospitals and vicinity,confirmed,,,21 Oct 2023,Unknown,
31021-36690,Gaza Eye Hospital,Attack on hospitals and vicinity,confirmed,,,21 Oct 2023,Unknown,
31021-82579,,Airstrike,confirmed,31.34615,34.3039,21 Oct 2023,@QudsNen↗,@QudsNen↗@ShehabTelegram↗
31021-36086,,"Targeting journalist's family, Airstrike",confirmed,31.45025,34.3874,21 Oct 2023,Unknown,airwars.org↗
31021-39022,,Airstrike,confirmed,31.5399,34.47328,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-89910,,Airstrike,confirmed,31.50952,34.47692,21 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31021-30955,,Airstrike,confirmed,31.29725,34.24354,21 Oct 2023,facebook.com↗,airwars.org↗
31021-97525,,"Airstrike, Attack on journalists",confirmed,31.54551,34.4785,21 Oct 2023,Unknown,airwars.org↗ airwars.org↗ @ShehabTelegram↗
31021-94605,,"Attack on displaced civilians, Airstrike",confirmed,31.34978,34.29567,21 Oct 2023,facebook.com↗,airwars.org↗ @AjaNews↗
31021-23753,Al-Aqsa Martyrs Hospital,Airstrike,confirmed,31.41843,34.35558,21 Oct 2023,@PalinfoAr↗,airwars.org↗
31021-81908,,Airstrike,confirmed,31.45006,34.39293,21 Oct 2023,Unknown,airwars.org↗
31021-35570,,Airstrike,confirmed,31.29646,34.24376,21 Oct 2023,Unknown,airwars.org↗
31021-61829,,Airstrike,confirmed,31.30731,34.36037,21 Oct 2023,Unknown,airwars.org↗ @AjaNews↗
31021-79105,,Airstrike,confirmed,31.33535,34.31095,21 Oct 2023,Unknown,airwars.org↗
31021-85685,,Airstrike,confirmed,31.34576,34.30089,21 Oct 2023,facebook.com↗,airwars.org↗ @ShehabTelegram↗
31021-83295,,Airstrike,confirmed,31.42344,34.38766,21 Oct 2023,Unknown,airwars.org↗
31021-95436,,"Airstrike, Attack on journalists",confirmed,31.26837,34.26015,21 Oct 2023,Unknown,airwars.org↗
31021-83240,,Airstrike,confirmed,31.28512,34.27093,21 Oct 2023,facebook.com↗,airwars.org↗ @AlarabyTelevision↗
31021-37335,,Airstrike,confirmed,31.54235,34.49981,21 Oct 2023,facebook.com↗,airwars.org↗
31021-32337,,Airstrike,confirmed,31.42344,34.38766,21 Oct 2023,Unknown,airwars.org↗
31021-49773,,Airstrike,confirmed,31.29646,34.24376,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-13935,,Airstrike,most likely,31.52233,34.49232,21 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31021-77959,,Airstrike,confirmed,31.54696,34.49707,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-69607,,Airstrike,confirmed,31.54772,34.47541,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-38554,,Airstrike,confirmed,31.53577,34.47444,21 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31021-42495,,Airstrike,confirmed,31.29704,34.24354,21 Oct 2023,Unknown,airwars.org↗
31021-11620,,Airstrike,confirmed,31.42735,34.34288,21 Oct 2023,Unknown,airwars.org↗ airwars.org↗
31021-94899,,Airstrike,confirmed,31.29646,34.24376,21 Oct 2023,Unknown,airwars.org↗
31021-60073,"Al-Kajk family home, near Ramzon Al-Ghafri",Airstrike,confirmed,31.51779,34.45492,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-71345,Al-Masry Family home,Airstrike,confirmed,31.4085,34.34257,21 Oct 2023,nabd.com↗,airwars.org↗
31021-98669,Abu Marahil Family Home; al-Eshreen Street,Airstrike,confirmed,31.47547,34.39565,21 Oct 2023,Unknown,airwars.org↗
31021-32853,,Airstrike,confirmed,31.54696,34.49707,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-81434,Al-Falite family home,Airstrike,confirmed,31.41914,34.34437,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-72794,,Airstrike,confirmed,31.347,34.29296,21 Oct 2023,@ShehabTelegram↗,@ShehabTelegram↗
31021-26593,,Airstrike,confirmed,31.54416,34.49472,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-77205,Rahman mosque,Airstrike,confirmed,31.42671,34.34238,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-74147,,Airstrike,confirmed,31.34615,34.3039,21 Oct 2023,Unknown,@AjaNews↗
31021-32179,,Airstrike,confirmed,31.34615,34.3039,21 Oct 2023,Unknown,@AjaNews↗
31021-90325,,Airstrike,confirmed,31.45006,34.39293,21 Oct 2023,palestinechronicle.com↗,palestinechronicle.com↗
31021-30992,Agha family house,Airstrike,confirmed,31.34615,34.3039,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-25339,"House of Abu Khreis family, on al-Nakhil Street",Airstrike,most likely,31.42629,34.34432,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-15793,municipality park,Airstrike,confirmed,31.53055,34.4554,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-91890,Yassin family home on Kishko street,Airstrike,most likely,31.46391,34.45632,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-56724,al-Qatati family home,Airstrike,most likely,31.30999,34.24294,21 Oct 2023,Unknown,@AlarabyTelevision↗
31021-62605,Al-Himidi family home,Airstrike,confirmed,31.42344,34.38766,21 Oct 2023,Unknown,airwars.org↗
31021-52104,,Airstrike,confirmed,31.48548,34.44488,21 Oct 2023,Unknown,@AjaNews↗
31021-82546,Al-Hasanat family home,Airstrike,confirmed,31.41899,34.34944,21 Oct 2023,Unknown,airwars.org↗
31021-25572,Al-Nahhal family,Airstrike,confirmed,31.32291,34.23158,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-60452,Jarghoun family home,Airstrike,confirmed,31.33608,34.31192,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-43810,Aqal food store in the Nuseirat market,"Attack on displaced civilians, Airstrike",confirmed,31.44939,34.39076,21 Oct 2023,Unknown,airwars.org↗
31021-85606,Al Maghazi camp,Airstrike,confirmed,31.42344,34.38766,21 Oct 2023,Unknown,airwars.org↗
31021-75600,"families of Abu Lebda, Rayan, Younis and Al-Hila",Airstrike,confirmed,31.42208,34.38557,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-98735,Al-Arja family home on George Street,Airstrike,confirmed,31.26764,34.26695,21 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31021-76448,,Airstrike,confirmed,31.34717,34.2927,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-56727,,Airstrike,most likely,31.34505,34.30584,21 Oct 2023,Unknown,@ShehabTelegram↗
31021-44439,Cafe,Airstrike,confirmed,31.34496,34.3061,21 Oct 2023,@ShehabTelegram↗,@AjaNews↗
31022-52146,Al-Quds vicinity,Attack on hospitals and vicinity,confirmed,,,22 Oct 2023,@theCCR↗,@PalestineRCS↗
31022-01365,Shuhada Al-Aqsa vicinity,Attack on hospitals and vicinity,confirmed,,,22 Oct 2023,@AlarabyTelevision↗,@AlarabyTelevision↗@ShehabTelegram↗
31022-56625,,Airstrike,confirmed,31.45006,34.39293,22 Oct 2023,Unknown,airwars.org↗ @AjaNews↗
31022-52389,,Airstrike,confirmed,31.31506,34.30954,22 Oct 2023,Unknown,airwars.org↗
31022-14940,"al-Zatmeh family house next to Zaid Mosque between Badr and Al Brahma camp, west of Rafah",Airstrike,most likely,31.30933,34.24614,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-92226,Kurdieh family home,Airstrike,confirmed,31.29685,34.24351,22 Oct 2023,Unknown,airwars.org↗
31022-44456,,Airstrike,confirmed,31.52428,34.44315,22 Oct 2023,@ejaznetwork↗,airwars.org↗
31022-76502,"Family homes for Haddad, Barghout, Al-Beik, Nasser families; Near al-Farouq mosque",Airstrike,confirmed,31.49978,34.45132,22 Oct 2023,Unknown,airwars.org↗
31022-77894,Al-Derawi family home,Airstrike,most likely,31.43056,34.37167,22 Oct 2023,Unknown,airwars.org↗
31022-72553,Mansour family home,Airstrike,most likely,31.29646,34.24376,22 Oct 2023,Unknown,airwars.org↗
31022-48468,Al-Amal,Airstrike,most likely,31.35481,34.29794,22 Oct 2023,Unknown,airwars.org↗
31022-74849,Al-Ternis; Al-Albani Mosque in the middle of the Jabalia camp,Airstrike,confirmed,31.53167,34.49806,22 Oct 2023,Unknown,airwars.org↗
31022-26506,Abu Jalda family home,Airstrike,most likely,31.4397,34.40233,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-90477,"Shalayel, Al-Bayaa family homes",Airstrike,confirmed,31.45006,34.39293,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-72843,,Airstrike,confirmed,31.51631,34.46672,22 Oct 2023,Unknown,@AlarabyTelevision↗
31022-85637,Al-Lidawi family home,Airstrike,confirmed,31.54429,34.49007,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-73460,Al-Naouq family home,"Targeting journalist's family, Airstrike",most likely,31.41899,34.34944,22 Oct 2023,Unknown,airwars.org↗
31022-64636,,Airstrike,confirmed,31.53972,34.49222,22 Oct 2023,@ShehabTelegram↗,@ShehabTelegram↗
31022-96981,,Airstrike,confirmed,31.34607,34.30399,22 Oct 2023,Unknown,@AjaNews↗
31022-68718,,Airstrike,confirmed,31.2968,34.24348,22 Oct 2023,Unknown,@AjaNews↗
31022-40461,Al-Ghouti family home,Airstrike,most likely,31.2957,34.24455,22 Oct 2023,Unknown,airwars.org↗
31022-59696,Khirbet al-Adas,Airstrike,confirmed,31.28632,34.27189,22 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31022-17308,,Airstrike,confirmed,31.29709,34.24363,22 Oct 2023,Unknown,@AjaNews↗
31022-41406,,Airstrike,confirmed,31.53604,34.46535,22 Oct 2023,Unknown,@AjaNews↗
31022-98578,,Airstrike,confirmed,31.49507,34.44612,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-24302,Abu Taha family home,Airstrike,confirmed,31.31506,34.30954,22 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31022-58805,Awadallah/Mahmoud family home,Airstrike,confirmed,31.43793,34.40386,22 Oct 2023,archive.ph↗,airwars.org↗
31022-23680,Abu Helou family home,Airstrike,confirmed,31.4365,34.40362,22 Oct 2023,Unknown,airwars.org↗
31022-14514,,Airstrike,confirmed,31.54826,34.5228,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-46496,,Airstrike,confirmed,31.45091,34.39304,22 Oct 2023,Unknown,airwars.org↗
31022-16551,Al-Astal family home,Airstrike,confirmed,31.34488,34.29464,22 Oct 2023,Unknown,airwars.org↗ @ShehabAgency↗
31022-42174,Abu Al-Omrain family home,Airstrike,confirmed,31.53675,34.4654,22 Oct 2023,facebook.com↗,airwars.org↗
31022-81208,Sheikh Al-Eid family home; near Mohandiseen Towers,Airstrike,confirmed,31.29709,34.24363,22 Oct 2023,Unknown,airwars.org↗
31022-78306,Two buildings belonging to Joudeh family,Airstrike,most likely,31.41899,34.34944,22 Oct 2023,Unknown,airwars.org↗ airwars.org↗
31022-53994,,Airstrike,most likely,31.42479,34.38486,22 Oct 2023,Unknown,airwars.org↗
31022-67186,Dahleez family home,Airstrike,most likely,31.30867,34.25062,22 Oct 2023,facebook.com↗,airwars.org↗
31022-12701,Residential tower,Airstrike,confirmed,31.53403,34.45961,22 Oct 2023,Unknown,@AjaNews↗
31022-11275,Musa Arafat Tower,Airstrike,confirmed,31.53158,34.45686,22 Oct 2023,agenzianova.com↗,@ShehabTelegram↗agenzianova.com↗
31022-24669,Block 12,Airstrike,confirmed,31.43887,34.40788,22 Oct 2023,Unknown,airwars.org↗
31022-94393,,"Airstrike, Attack on journalists",confirmed,31.50906,34.43692,22 Oct 2023,Unknown,@AlarabyTelevision↗
31022-14885,Abu Muailiq family home,"Attack on displaced civilians, Airstrike",confirmed,31.4181,34.35223,22 Oct 2023,Unknown,airwars.org↗
31022-38554,Jaber and Abu Al-Qumsan family homes,Airstrike,confirmed,31.53375,34.50549,22 Oct 2023,Unknown,airwars.org↗ @ShehabTelegram↗
31022-56875,,Airstrike,confirmed,31.31032,34.24184,22 Oct 2023,Unknown,airwars.org↗
31022-60242,Kurd family home,Airstrike,confirmed,31.54053,34.5018,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-83532,Al-Saidi family home,Airstrike,confirmed,31.31556,34.23887,22 Oct 2023,Unknown,airwars.org↗
31022-98904,,Airstrike,confirmed,31.37128,34.33527,22 Oct 2023,Unknown,@AlarabyTelevision↗
31022-87082,Rafiq Zaqout house,Airstrike,confirmed,31.44073,34.38734,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-28207,Abu Habis family home,Airstrike,confirmed,31.37133,34.33528,22 Oct 2023,Unknown,airwars.org↗
31022-54502,Al-Bayaa family home,"Attack on medical workers, Airstrike",confirmed,31.45006,34.39293,22 Oct 2023,Unknown,airwars.org↗
31022-91379,Abu Taqiyya family home,"Attack on medical workers, Airstrike",confirmed,31.53943,34.49128,22 Oct 2023,facebook.com↗,airwars.org↗
31022-64894,,Airstrike,confirmed,31.35481,34.29794,22 Oct 2023,Unknown,@ShehabTelegram↗@ShehabTelegram↗
31022-52379,,Airstrike,confirmed,31.53167,34.49806,22 Oct 2023,Unknown,@AlarabyTelevision↗@AlarabyTelevision↗@ShehabTelegram↗@AlarabyTelevision↗
31022-11452,,Airstrike,confirmed,31.3553,34.2887,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-73374,two homes,Airstrike,confirmed,31.55042,34.50852,22 Oct 2023,Unknown,@AjaNews↗
31022-30811,,Airstrike,confirmed,31.46107,34.40314,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-57848,Al-Louh family home,Airstrike,confirmed,31.4675,34.40972,22 Oct 2023,Unknown,@ShehabTelegram↗@ShehabTelegram↗@AlarabyTelevision↗
31022-63599,two homes,Airstrike,confirmed,31.55131,34.50922,22 Oct 2023,Unknown,@AjaNews↗
31022-45550,Al-Zinati family home,Airstrike,confirmed,31.35481,34.29794,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-56589,,Airstrike,confirmed,31.51733,34.44965,22 Oct 2023,Unknown,@AjaNews↗
31022-52166,,Airstrike,confirmed,31.4998,34.45131,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-13465,,Airstrike,most likely,31.54808,34.49055,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-11329,Haddad family home,Airstrike,confirmed,31.48548,34.44488,22 Oct 2023,Unknown,@ShehabTelegram↗
31022-85466,Barghout family home,Airstrike,confirmed,31.48548,34.44488,22 Oct 2023,Unknown,@ShehabTelegram↗
